Suit_Card_1,Rank_Card_1,Suit_Card_2,Rank_Card_2,Suit_Card_3,Rank_Card_3,Suit_Card_4,Rank_Card_4,Suit_Card_5,Rank_Card_5,Poker_Hand
Diamonds,Nine,Spades,Ten,Hearts,Six,Clubs,King,Diamonds,Ten,One_Pair
Spades,King,Diamonds,Three,Hearts,Three,Spades,Ten,Spades,Six,One_Pair
Hearts,Queen,Hearts,Ten,Hearts,Four,Clubs,Five,Diamonds,Four,One_Pair
Clubs,Eight,Spades,Ten,Diamonds,Three,Clubs,Jack,Hearts,Two,Nothing
Hearts,Four,Spades,Seven,Spades,Three,Hearts,King,Clubs,Four,One_Pair
Diamonds,Six,Hearts,Seven,Clubs,Three,Diamonds,Eight,Diamonds,Jack,Nothing
Clubs,King,Spades,Two,Diamonds,Two,Clubs,Three,Spades,Nine,One_Pair
Spades,Four,Diamonds,Ten,Hearts,Ace,Clubs,Three,Diamonds,Four,One_Pair
Spades,Ace,Diamonds,Three,Diamonds,Five,Spades,Ten,Clubs,Two,Nothing
Spades,King,Spades,Queen,Diamonds,Eight,Hearts,Nine,Diamonds,Jack,Nothing
Diamonds,Nine,Clubs,Ten,Hearts,Eight,Spades,Two,Diamonds,Two,One_Pair
Spades,Six,Hearts,Seven,Spades,Five,Diamonds,Nine,Hearts,Jack,Nothing
Clubs,Jack,Hearts,Queen,Clubs,Queen,Clubs,Seven,Diamonds,Jack,Two_Pairs
Spades,Three,Clubs,Eight,Spades,Queen,Spades,Five,Hearts,Six,Nothing
Diamonds,Six,Spades,Ace,Diamonds,Queen,Hearts,King,Clubs,Ten,Nothing
Clubs,Two,Clubs,Eight,Diamonds,Seven,Spades,Two,Spades,Queen,One_Pair
Spades,Three,Spades,Queen,Hearts,Nine,Spades,Four,Hearts,Four,One_Pair
Clubs,Five,Spades,Two,Spades,Jack,Clubs,Four,Clubs,King,Nothing
Hearts,Three,Diamonds,Nine,Clubs,Nine,Spades,Four,Clubs,Two,One_Pair
Spades,Five,Spades,Seven,Clubs,Seven,Clubs,Nine,Diamonds,Three,One_Pair
Diamonds,Nine,Hearts,Three,Diamonds,Five,Diamonds,Ten,Diamonds,Ace,Nothing
Diamonds,Five,Spades,Six,Hearts,Ten,Clubs,Ace,Clubs,Two,Nothing
Clubs,Seven,Hearts,Two,Spades,Nine,Spades,Ace,Diamonds,Three,Nothing
Spades,Four,Diamonds,Seven,Clubs,Queen,Hearts,Two,Spades,Seven,One_Pair
Diamonds,Eight,Diamonds,Seven,Diamonds,Two,Clubs,Two,Hearts,Two,Three_Kind
Diamonds,Six,Diamonds,King,Clubs,Jack,Diamonds,Two,Spades,Eight,Nothing
Hearts,Seven,Clubs,Two,Hearts,Jack,Spades,Ten,Hearts,Six,Nothing
Clubs,Nine,Spades,Queen,Spades,Ten,Hearts,King,Clubs,Five,Nothing
Hearts,Six,Diamonds,Jack,Clubs,Ten,Spades,Nine,Hearts,Ten,One_Pair
Spades,Nine,Hearts,Three,Spades,Two,Hearts,Six,Hearts,Ace,Nothing
Hearts,Two,Diamonds,Five,Spades,Seven,Hearts,Nine,Diamonds,Jack,Nothing
Hearts,Queen,Spades,Nine,Hearts,Ten,Clubs,Ten,Clubs,Two,One_Pair
Spades,Queen,Diamonds,Ten,Diamonds,Ace,Diamonds,Two,Clubs,King,Nothing
Spades,Ace,Spades,Four,Clubs,Five,Spades,Seven,Clubs,Ace,One_Pair
Hearts,King,Hearts,Three,Spades,Five,Diamonds,King,Clubs,Eight,One_Pair
Diamonds,Three,Hearts,King,Hearts,Seven,Spades,Four,Diamonds,Ten,Nothing
Spades,Three,Diamonds,Jack,Spades,Five,Hearts,King,Clubs,Four,Nothing
Spades,Seven,Hearts,Jack,Clubs,Jack,Diamonds,Six,Diamonds,Ace,One_Pair
Hearts,Ten,Diamonds,Two,Spades,Four,Spades,Six,Spades,Two,One_Pair
Spades,Eight,Diamonds,Ten,Hearts,Ace,Hearts,Six,Clubs,Eight,One_Pair
Clubs,King,Spades,Ace,Spades,Two,Hearts,Queen,Hearts,Jack,Nothing
Spades,King,Hearts,Two,Clubs,Nine,Spades,Five,Diamonds,Four,Nothing
Hearts,Nine,Hearts,Six,Diamonds,Nine,Hearts,Jack,Clubs,Ace,One_Pair
Hearts,Nine,Clubs,Two,Hearts,Ace,Hearts,King,Clubs,Queen,Nothing
Clubs,Ace,Spades,Ten,Hearts,Eight,Diamonds,Ace,Spades,Two,One_Pair
Clubs,Jack,Clubs,King,Hearts,Two,Spades,Six,Diamonds,Two,One_Pair
Hearts,Ten,Hearts,Queen,Hearts,King,Diamonds,Nine,Diamonds,Three,Nothing
Hearts,Four,Hearts,King,Hearts,Six,Spades,Nine,Diamonds,Queen,Nothing
Hearts,Ten,Diamonds,Ten,Clubs,Four,Spades,Seven,Hearts,Two,One_Pair
Clubs,King,Clubs,Four,Clubs,Ace,Hearts,Nine,Diamonds,Ten,Nothing
Hearts,Three,Spades,King,Diamonds,Three,Spades,Ace,Spades,Two,One_Pair
Diamonds,Queen,Diamonds,Eight,Hearts,Two,Spades,Seven,Spades,Five,Nothing
Diamonds,Queen,Hearts,Five,Hearts,Four,Diamonds,Six,Clubs,Jack,Nothing
Diamonds,Ace,Diamonds,Three,Spades,Ace,Hearts,King,Clubs,Queen,One_Pair
Diamonds,Queen,Diamonds,Ten,Diamonds,Four,Spades,Jack,Diamonds,Nine,Nothing
Spades,Nine,Clubs,Seven,Hearts,Seven,Hearts,Ace,Spades,Ace,Two_Pairs
Clubs,Nine,Hearts,Two,Spades,Six,Clubs,Four,Hearts,Seven,Nothing
Diamonds,Seven,Diamonds,Jack,Clubs,Five,Diamonds,Queen,Clubs,Jack,One_Pair
Diamonds,Four,Spades,Four,Clubs,Queen,Spades,Three,Hearts,Two,One_Pair
Spades,King,Hearts,Five,Spades,Four,Hearts,Three,Clubs,Five,One_Pair
Clubs,Ace,Hearts,Four,Diamonds,Nine,Spades,Ten,Spades,Four,One_Pair
Clubs,Two,Spades,Jack,Spades,Three,Hearts,Seven,Clubs,Nine,Nothing
Spades,Ten,Spades,Three,Clubs,Eight,Spades,Seven,Hearts,Ace,Nothing
Diamonds,Two,Hearts,Queen,Diamonds,Ten,Spades,Nine,Hearts,Eight,Nothing
Clubs,Two,Hearts,Ace,Clubs,Nine,Hearts,Nine,Clubs,Three,One_Pair
Spades,Two,Hearts,Five,Clubs,King,Diamonds,Six,Spades,King,One_Pair
Hearts,Six,Clubs,Three,Diamonds,Jack,Diamonds,Six,Diamonds,Three,Two_Pairs
Hearts,Two,Hearts,King,Spades,Seven,Hearts,Jack,Spades,Eight,Nothing
Spades,Three,Hearts,Seven,Hearts,Two,Spades,Nine,Hearts,Eight,Nothing
Hearts,Eight,Spades,Ace,Spades,Two,Hearts,Six,Clubs,Eight,One_Pair
Hearts,Queen,Diamonds,Eight,Hearts,Nine,Spades,Ten,Hearts,Ace,Nothing
Hearts,Ten,Diamonds,Ace,Spades,King,Hearts,Five,Clubs,Seven,Nothing
Spades,Queen,Spades,Four,Hearts,Four,Spades,Ten,Diamonds,Nine,One_Pair
Spades,Seven,Diamonds,Six,Spades,Ace,Hearts,Eight,Clubs,Five,Nothing
Hearts,Seven,Clubs,Nine,Spades,Nine,Clubs,Jack,Diamonds,Two,One_Pair
Diamonds,Four,Diamonds,Three,Diamonds,Two,Spades,King,Clubs,Five,Nothing
Diamonds,Three,Hearts,Eight,Diamonds,Eight,Clubs,Ten,Spades,Three,Two_Pairs
Spades,Two,Clubs,Five,Clubs,Six,Clubs,Four,Diamonds,King,Nothing
Diamonds,Nine,Spades,King,Diamonds,Jack,Hearts,Two,Diamonds,Two,One_Pair
Hearts,Six,Diamonds,Six,Spades,Ten,Diamonds,Ten,Diamonds,Seven,Two_Pairs
Hearts,Two,Clubs,Two,Clubs,Four,Diamonds,Three,Hearts,Ace,One_Pair
Clubs,Queen,Spades,Ten,Diamonds,Six,Hearts,King,Clubs,Two,Nothing
Diamonds,Six,Hearts,Jack,Clubs,Six,Clubs,Two,Clubs,King,One_Pair
Spades,Three,Diamonds,Five,Diamonds,Seven,Diamonds,Three,Clubs,Six,One_Pair
Hearts,Nine,Spades,Queen,Hearts,Ten,Clubs,Queen,Spades,Five,One_Pair
Diamonds,Queen,Spades,Nine,Spades,Ten,Hearts,Nine,Spades,Ace,One_Pair
Spades,King,Hearts,Nine,Clubs,Ace,Diamonds,Nine,Hearts,Seven,One_Pair
Hearts,Two,Hearts,Queen,Hearts,Ten,Hearts,Three,Clubs,Nine,Nothing
Spades,Ace,Clubs,Eight,Diamonds,Ace,Diamonds,Four,Clubs,Seven,One_Pair
Spades,King,Spades,Six,Diamonds,Ten,Spades,Ten,Spades,Four,One_Pair
Diamonds,Ten,Clubs,Jack,Spades,Three,Hearts,Jack,Clubs,Three,Two_Pairs
Hearts,Two,Spades,Ten,Spades,Queen,Clubs,Eight,Hearts,Five,Nothing
Spades,Jack,Clubs,Five,Diamonds,Five,Diamonds,Jack,Spades,Two,Two_Pairs
Clubs,Seven,Hearts,Ten,Hearts,Jack,Diamonds,Five,Clubs,Jack,One_Pair
Spades,Seven,Spades,King,Diamonds,Ten,Clubs,Eight,Diamonds,Four,Nothing
Hearts,Eight,Hearts,Ace,Spades,Jack,Diamonds,Ten,Diamonds,Nine,Nothing
Spades,Six,Spades,Three,Clubs,Queen,Hearts,Six,Diamonds,Nine,One_Pair
Hearts,Eight,Diamonds,Ace,Hearts,Ace,Hearts,Seven,Hearts,Nine,One_Pair
Spades,Eight,Clubs,Nine,Hearts,Four,Spades,Jack,Hearts,Queen,Nothing
Diamonds,Seven,Diamonds,Eight,Diamonds,Jack,Spades,Six,Hearts,Four,Nothing
Spades,Four,Hearts,Five,Spades,Six,Hearts,Six,Diamonds,Eight,One_Pair
Diamonds,Six,Spades,Eight,Spades,Jack,Hearts,Seven,Hearts,Four,Nothing
Diamonds,Four,Spades,Queen,Clubs,Five,Hearts,Jack,Spades,Ten,Nothing
Spades,Jack,Hearts,Eight,Clubs,Ace,Hearts,Two,Hearts,Ace,One_Pair
Diamonds,Two,Diamonds,Four,Diamonds,Jack,Clubs,King,Hearts,Queen,Nothing
Clubs,Four,Spades,Ten,Hearts,Two,Clubs,Three,Spades,Two,One_Pair
Spades,Nine,Clubs,Seven,Hearts,Five,Clubs,Four,Diamonds,Ace,Nothing
Hearts,Four,Hearts,King,Clubs,Eight,Clubs,Seven,Hearts,Two,Nothing
Diamonds,Jack,Spades,Eight,Diamonds,Ace,Hearts,Four,Spades,Nine,Nothing
Diamonds,Jack,Spades,Jack,Hearts,Queen,Hearts,Nine,Clubs,Jack,Three_Kind
Clubs,Nine,Diamonds,Eight,Clubs,Four,Spades,King,Clubs,Two,Nothing
Spades,Queen,Diamonds,Eight,Hearts,Five,Hearts,Six,Diamonds,Nine,Nothing
Clubs,Seven,Clubs,Ace,Hearts,King,Clubs,Ten,Hearts,Five,Nothing
Clubs,Ace,Spades,Four,Spades,Ten,Diamonds,Queen,Spades,Eight,Nothing
Hearts,Eight,Diamonds,Ten,Diamonds,Nine,Diamonds,King,Diamonds,Queen,Nothing
Clubs,King,Diamonds,Seven,Spades,Six,Diamonds,Five,Clubs,Seven,One_Pair
Clubs,Two,Hearts,Three,Spades,Nine,Spades,Six,Hearts,King,Nothing
Diamonds,Nine,Hearts,Two,Diamonds,Queen,Spades,King,Clubs,Six,Nothing
Clubs,Three,Clubs,Five,Clubs,Eight,Hearts,Seven,Hearts,Six,Nothing
Clubs,Ace,Hearts,Five,Clubs,Nine,Clubs,Queen,Clubs,Six,Nothing
Spades,Two,Clubs,Ace,Diamonds,Nine,Spades,Four,Diamonds,Three,Nothing
Clubs,Four,Hearts,Jack,Spades,Ten,Hearts,Seven,Diamonds,Seven,One_Pair
Clubs,Two,Clubs,King,Spades,Nine,Clubs,Ace,Diamonds,Six,Nothing
Hearts,Four,Clubs,Queen,Diamonds,Two,Clubs,Jack,Hearts,Ten,Nothing
Diamonds,Six,Clubs,King,Clubs,Ten,Diamonds,Nine,Clubs,Jack,Nothing
Spades,Three,Diamonds,Five,Hearts,Ace,Spades,Six,Diamonds,Queen,Nothing
Spades,Nine,Diamonds,King,Hearts,Nine,Spades,Jack,Hearts,Ten,One_Pair
Clubs,King,Spades,Seven,Clubs,Three,Diamonds,King,Spades,Ace,One_Pair
Diamonds,Three,Clubs,Four,Hearts,Eight,Spades,Two,Hearts,Ten,Nothing
Spades,Two,Spades,Jack,Diamonds,Ace,Spades,Ace,Diamonds,Seven,One_Pair
Spades,Queen,Diamonds,Three,Hearts,Queen,Clubs,Nine,Clubs,Ace,One_Pair
Clubs,Six,Spades,Two,Hearts,Three,Spades,Ten,Diamonds,Ace,Nothing
Diamonds,Nine,Clubs,Jack,Spades,Nine,Clubs,King,Diamonds,Eight,One_Pair
Clubs,Eight,Diamonds,Seven,Clubs,Ten,Diamonds,Jack,Hearts,King,Nothing
Clubs,King,Hearts,Four,Spades,King,Spades,Ace,Hearts,Ten,One_Pair
Diamonds,Seven,Diamonds,Four,Hearts,Three,Spades,Jack,Clubs,Jack,One_Pair
Spades,Queen,Hearts,Jack,Diamonds,Jack,Diamonds,Six,Hearts,King,One_Pair
Spades,Five,Hearts,Eight,Clubs,Ace,Clubs,King,Hearts,Seven,Nothing
Clubs,Ace,Hearts,Nine,Spades,Eight,Clubs,Ten,Diamonds,Ace,One_Pair
Spades,Three,Hearts,Five,Spades,Jack,Spades,Nine,Diamonds,Five,One_Pair
Diamonds,Eight,Hearts,Eight,Hearts,Jack,Clubs,King,Diamonds,Jack,Two_Pairs
Hearts,Four,Diamonds,Six,Hearts,Seven,Clubs,Two,Hearts,Five,Nothing
Hearts,Eight,Spades,Seven,Clubs,Eight,Diamonds,Nine,Hearts,Three,One_Pair
Spades,Five,Clubs,Jack,Spades,Jack,Clubs,Eight,Spades,Four,One_Pair
Spades,Four,Hearts,Nine,Clubs,Jack,Hearts,Jack,Spades,Nine,Two_Pairs
Spades,Ace,Hearts,Ace,Clubs,Jack,Clubs,Ace,Spades,Three,Three_Kind
Clubs,Queen,Spades,Six,Clubs,Three,Clubs,Four,Diamonds,Two,Nothing
Clubs,Six,Clubs,Seven,Spades,Six,Spades,Nine,Clubs,Jack,One_Pair
Spades,Six,Diamonds,Ten,Diamonds,Nine,Spades,Nine,Clubs,Seven,One_Pair
Hearts,Six,Spades,Two,Clubs,Six,Spades,Four,Clubs,Five,One_Pair
Diamonds,Ace,Spades,Three,Spades,Queen,Diamonds,Ten,Diamonds,Eight,Nothing
Clubs,Five,Hearts,Three,Hearts,Ace,Hearts,Two,Clubs,Nine,Nothing
Hearts,Four,Diamonds,Four,Spades,Ace,Hearts,Five,Spades,Eight,One_Pair
Hearts,Six,Clubs,Jack,Hearts,Queen,Clubs,Two,Hearts,Eight,Nothing
Clubs,Nine,Spades,Ten,Diamonds,Two,Diamonds,Six,Hearts,Three,Nothing
Spades,Seven,Clubs,Three,Diamonds,Nine,Spades,Three,Spades,Ten,One_Pair
Diamonds,Nine,Spades,Jack,Spades,Three,Clubs,King,Clubs,Ace,Nothing
Hearts,Five,Clubs,Three,Diamonds,Two,Spades,Four,Diamonds,Seven,Nothing
Spades,Eight,Clubs,Three,Spades,Nine,Spades,Three,Spades,Five,One_Pair
Diamonds,Three,Clubs,King,Hearts,Seven,Hearts,Five,Hearts,Ten,Nothing
Hearts,Jack,Hearts,King,Diamonds,Queen,Hearts,Nine,Clubs,Jack,One_Pair
Hearts,Two,Hearts,Three,Hearts,Queen,Hearts,Seven,Spades,Six,Nothing
Spades,King,Spades,Queen,Hearts,Two,Diamonds,King,Spades,Seven,One_Pair
Spades,Seven,Spades,Queen,Clubs,Two,Diamonds,Seven,Clubs,Eight,One_Pair
Diamonds,Eight,Clubs,Jack,Clubs,Three,Clubs,Six,Hearts,Jack,One_Pair
Spades,King,Diamonds,Ten,Clubs,Two,Clubs,Nine,Spades,Queen,Nothing
Spades,King,Diamonds,Four,Clubs,Jack,Spades,Jack,Diamonds,Seven,One_Pair
Clubs,Two,Clubs,Seven,Diamonds,Ace,Hearts,Nine,Spades,Jack,Nothing
Hearts,Jack,Clubs,Ten,Spades,Six,Diamonds,Seven,Clubs,Seven,One_Pair
Spades,Nine,Diamonds,Six,Hearts,Four,Clubs,Nine,Clubs,Jack,One_Pair
Diamonds,Six,Diamonds,Eight,Hearts,Three,Spades,Two,Diamonds,King,Nothing
Hearts,Five,Clubs,Queen,Clubs,Ten,Clubs,Nine,Clubs,Eight,Nothing
Clubs,Seven,Hearts,Queen,Spades,Seven,Clubs,Five,Clubs,Eight,One_Pair
Diamonds,Five,Clubs,Four,Hearts,Six,Hearts,Three,Hearts,Five,One_Pair
Clubs,Four,Spades,Ten,Diamonds,Seven,Spades,Five,Diamonds,Jack,Nothing
Diamonds,Five,Hearts,Queen,Diamonds,King,Diamonds,Six,Spades,Eight,Nothing
Spades,Queen,Clubs,Four,Diamonds,Two,Diamonds,Queen,Hearts,Ace,One_Pair
Spades,Three,Spades,Five,Clubs,King,Hearts,Seven,Spades,Queen,Nothing
Hearts,Seven,Spades,Seven,Hearts,Ten,Diamonds,King,Clubs,Three,One_Pair
Hearts,Eight,Clubs,Eight,Hearts,Nine,Diamonds,Jack,Hearts,Seven,One_Pair
Clubs,Two,Hearts,Ace,Hearts,Five,Hearts,Four,Clubs,Seven,Nothing
Spades,Two,Diamonds,Ten,Spades,Ace,Diamonds,Six,Hearts,King,Nothing
Clubs,Four,Spades,Four,Diamonds,Four,Spades,Eight,Spades,King,Three_Kind
Hearts,Nine,Diamonds,Eight,Hearts,Four,Diamonds,Seven,Clubs,Seven,One_Pair
Spades,Two,Diamonds,Eight,Spades,Jack,Diamonds,Two,Diamonds,Seven,One_Pair
Clubs,Ace,Diamonds,Three,Hearts,King,Clubs,Six,Diamonds,Ten,Nothing
Clubs,Queen,Clubs,King,Clubs,Five,Hearts,Nine,Clubs,Two,Nothing
Clubs,Five,Spades,Queen,Spades,Three,Diamonds,Ten,Diamonds,Queen,One_Pair
Hearts,Seven,Hearts,Three,Diamonds,Ace,Spades,Ten,Diamonds,Seven,One_Pair
Diamonds,Ten,Clubs,Two,Hearts,Queen,Spades,Jack,Hearts,Four,Nothing
Spades,Ten,Diamonds,Five,Clubs,Ten,Hearts,Six,Spades,King,One_Pair
Hearts,Two,Diamonds,Three,Diamonds,Five,Spades,Four,Diamonds,Seven,Nothing
Diamonds,Queen,Diamonds,Six,Diamonds,Seven,Hearts,Ace,Diamonds,Ten,Nothing
Diamonds,Queen,Clubs,Ace,Hearts,Two,Hearts,Ace,Hearts,Three,One_Pair
Spades,Eight,Hearts,Ten,Spades,Seven,Diamonds,Two,Diamonds,Seven,One_Pair
Clubs,Jack,Hearts,Ace,Diamonds,Two,Hearts,Four,Spades,Ace,One_Pair
Diamonds,Eight,Hearts,King,Spades,Two,Diamonds,Jack,Diamonds,Queen,Nothing
Spades,Four,Hearts,Two,Diamonds,Queen,Clubs,Five,Clubs,Two,One_Pair
Spades,Eight,Hearts,King,Diamonds,Ace,Spades,Three,Clubs,Jack,Nothing
Diamonds,Seven,Hearts,Five,Spades,Ace,Spades,Four,Diamonds,Three,Nothing
Hearts,Six,Clubs,Two,Diamonds,King,Hearts,Ace,Spades,King,One_Pair
Spades,Nine,Clubs,Eight,Clubs,Six,Spades,Three,Diamonds,Queen,Nothing
Hearts,Jack,Clubs,Three,Clubs,Five,Clubs,Six,Diamonds,Ace,Nothing
Spades,Eight,Hearts,Ten,Diamonds,Nine,Hearts,Queen,Diamonds,Ace,Nothing
Clubs,Seven,Spades,Nine,Hearts,Ace,Clubs,King,Hearts,Nine,One_Pair
Clubs,Nine,Spades,Ten,Spades,Jack,Diamonds,Two,Clubs,Two,One_Pair
Diamonds,Queen,Clubs,Seven,Spades,Six,Clubs,Jack,Hearts,Two,Nothing
Diamonds,Queen,Hearts,Eight,Hearts,Four,Clubs,King,Diamonds,Jack,Nothing
Hearts,Two,Hearts,Ace,Spades,Jack,Diamonds,Three,Hearts,Jack,One_Pair
Diamonds,Five,Spades,Four,Diamonds,Four,Hearts,Four,Spades,Nine,Three_Kind
Spades,Eight,Spades,King,Diamonds,Nine,Clubs,Ten,Hearts,Four,Nothing
Hearts,Jack,Clubs,Ace,Diamonds,Seven,Clubs,Jack,Spades,Ace,Two_Pairs
Clubs,Nine,Diamonds,Jack,Hearts,Two,Hearts,King,Spades,Queen,Nothing
Clubs,Two,Diamonds,Jack,Clubs,King,Diamonds,Two,Hearts,Four,One_Pair
Hearts,Nine,Clubs,Ace,Diamonds,Jack,Clubs,Eight,Hearts,Jack,One_Pair
Spades,Four,Spades,Ten,Diamonds,Seven,Diamonds,Three,Clubs,Two,Nothing
Hearts,Two,Clubs,Three,Hearts,King,Clubs,Jack,Diamonds,Five,Nothing
Hearts,Seven,Spades,Six,Clubs,Queen,Spades,Seven,Diamonds,Two,One_Pair
Diamonds,Five,Clubs,Jack,Diamonds,King,Clubs,Six,Hearts,Two,Nothing
Spades,Queen,Hearts,Eight,Spades,Nine,Diamonds,Nine,Diamonds,Jack,One_Pair
Spades,Queen,Spades,Jack,Diamonds,Six,Clubs,Seven,Clubs,Ten,Nothing
Clubs,Nine,Hearts,King,Hearts,Eight,Clubs,Two,Spades,Nine,One_Pair
Clubs,Eight,Hearts,Six,Clubs,Ace,Clubs,Six,Diamonds,Nine,One_Pair
Spades,Three,Diamonds,Queen,Spades,Ace,Spades,Five,Clubs,King,Nothing
Hearts,Three,Spades,King,Clubs,Ace,Diamonds,Eight,Hearts,Two,Nothing
Spades,Queen,Spades,Three,Hearts,Five,Hearts,Six,Clubs,Eight,Nothing
Clubs,Seven,Diamonds,King,Hearts,Seven,Diamonds,Ten,Hearts,Eight,One_Pair
Diamonds,Four,Spades,Three,Spades,King,Diamonds,Eight,Hearts,Nine,Nothing
Hearts,Four,Clubs,Eight,Clubs,Five,Spades,Queen,Hearts,Three,Nothing
Diamonds,Ten,Clubs,King,Hearts,Five,Diamonds,Three,Hearts,Ace,Nothing
Spades,Three,Diamonds,Eight,Clubs,Jack,Spades,Nine,Hearts,Five,Nothing
Diamonds,Three,Spades,Three,Hearts,Eight,Hearts,Jack,Spades,Two,One_Pair
Hearts,Five,Hearts,Queen,Clubs,Three,Spades,Nine,Spades,Seven,Nothing
Diamonds,Eight,Spades,King,Hearts,Six,Spades,Queen,Clubs,Ten,Nothing
Diamonds,Seven,Clubs,Ace,Diamonds,Two,Spades,Nine,Diamonds,Ten,Nothing
Spades,Five,Diamonds,Nine,Hearts,Eight,Diamonds,Seven,Hearts,Five,One_Pair
Hearts,Nine,Spades,Nine,Spades,Six,Clubs,Jack,Spades,Ace,One_Pair
Hearts,Four,Diamonds,Five,Hearts,Five,Diamonds,Nine,Clubs,Ten,One_Pair
Clubs,Seven,Clubs,Ace,Clubs,Ten,Hearts,Ten,Hearts,Three,One_Pair
Clubs,Nine,Spades,Jack,Diamonds,Two,Hearts,Seven,Spades,Three,Nothing
Hearts,Eight,Spades,Ten,Clubs,Five,Spades,Three,Hearts,Five,One_Pair
Clubs,Ace,Spades,Seven,Clubs,Six,Spades,Six,Hearts,Three,One_Pair
Spades,Nine,Hearts,Eight,Hearts,Nine,Clubs,Nine,Spades,Five,Three_Kind
Diamonds,Six,Hearts,Eight,Hearts,Seven,Spades,Jack,Clubs,Two,Nothing
Diamonds,Eight,Spades,Ace,Hearts,King,Hearts,Eight,Spades,Jack,One_Pair
Diamonds,Eight,Diamonds,Two,Diamonds,King,Spades,Two,Hearts,Four,One_Pair
Spades,Two,Diamonds,Ten,Hearts,Ace,Hearts,Eight,Hearts,Ten,One_Pair
Spades,Queen,Hearts,Two,Hearts,Ace,Clubs,Three,Clubs,Four,Nothing
Hearts,Four,Hearts,Nine,Spades,Eight,Spades,Six,Diamonds,Nine,One_Pair
Spades,Nine,Clubs,Six,Clubs,Jack,Clubs,Four,Hearts,Nine,One_Pair
Hearts,Ten,Spades,Four,Spades,King,Hearts,Ace,Hearts,Three,Nothing
Spades,King,Spades,Ten,Hearts,Queen,Diamonds,Three,Diamonds,Ace,Nothing
Spades,Two,Spades,Four,Clubs,King,Spades,Ten,Clubs,Two,One_Pair
Hearts,Four,Diamonds,Queen,Hearts,Three,Spades,Four,Clubs,Ace,One_Pair
Spades,King,Diamonds,Nine,Diamonds,Five,Hearts,Three,Clubs,Nine,One_Pair
Clubs,Four,Spades,Two,Hearts,Ten,Spades,Eight,Clubs,Queen,Nothing
Diamonds,Five,Diamonds,Ten,Diamonds,Six,Diamonds,Three,Clubs,Ace,Nothing
Spades,Eight,Diamonds,Queen,Diamonds,Five,Clubs,Eight,Diamonds,Ace,One_Pair
Spades,Jack,Clubs,King,Spades,Three,Diamonds,King,Hearts,Three,Two_Pairs
Spades,Five,Spades,Ace,Hearts,Nine,Clubs,Queen,Clubs,Jack,Nothing
Spades,Four,Clubs,Eight,Clubs,Seven,Diamonds,Two,Clubs,Four,One_Pair
Spades,Five,Diamonds,Seven,Clubs,Queen,Spades,Ace,Clubs,Nine,Nothing
Hearts,Four,Spades,Six,Diamonds,Jack,Hearts,Two,Clubs,Four,One_Pair
Diamonds,Six,Diamonds,Nine,Hearts,Five,Diamonds,Two,Clubs,Eight,Nothing
Diamonds,Eight,Hearts,Four,Hearts,Seven,Hearts,Eight,Clubs,Seven,Two_Pairs
Hearts,King,Hearts,Four,Clubs,Ten,Spades,Two,Spades,Four,One_Pair
Diamonds,Eight,Spades,Four,Hearts,Three,Clubs,Six,Hearts,Seven,Nothing
Hearts,Jack,Clubs,Two,Spades,Nine,Spades,Jack,Spades,Three,One_Pair
Spades,Four,Diamonds,Queen,Clubs,Ten,Spades,Six,Spades,Jack,Nothing
Diamonds,Two,Hearts,Seven,Diamonds,Four,Clubs,King,Hearts,Ten,Nothing
Diamonds,Five,Spades,Queen,Diamonds,Jack,Hearts,Jack,Diamonds,Three,One_Pair
Clubs,King,Clubs,Eight,Hearts,Six,Spades,Eight,Spades,Four,One_Pair
Diamonds,Four,Hearts,Nine,Diamonds,Queen,Spades,Seven,Clubs,Queen,One_Pair
Spades,Seven,Hearts,Seven,Hearts,Six,Spades,Eight,Diamonds,Nine,One_Pair
Diamonds,Three,Spades,Jack,Diamonds,Ten,Hearts,Two,Diamonds,Queen,Nothing
Hearts,Ace,Hearts,King,Spades,Nine,Hearts,Jack,Clubs,Ace,One_Pair
Clubs,Jack,Hearts,Six,Diamonds,Ten,Hearts,Eight,Clubs,King,Nothing
Spades,Two,Hearts,Seven,Clubs,Six,Clubs,Queen,Hearts,Two,One_Pair
Hearts,Ten,Spades,Four,Hearts,Four,Spades,King,Spades,Queen,One_Pair
Diamonds,Two,Hearts,Seven,Diamonds,Eight,Diamonds,Nine,Spades,Three,Nothing
Diamonds,Four,Spades,Two,Spades,Nine,Spades,Three,Hearts,Seven,Nothing
Clubs,Two,Clubs,Ten,Clubs,Seven,Spades,Seven,Diamonds,Ten,Two_Pairs
Clubs,Jack,Diamonds,Nine,Spades,Six,Clubs,Two,Spades,Ten,Nothing
Spades,Ace,Diamonds,Four,Spades,King,Spades,Ten,Hearts,Five,Nothing
Hearts,Six,Hearts,Nine,Spades,Nine,Spades,Six,Diamonds,Jack,Two_Pairs
Clubs,Ace,Spades,Jack,Spades,Five,Hearts,Three,Hearts,Queen,Nothing
Hearts,Nine,Diamonds,Four,Spades,Jack,Diamonds,Ace,Clubs,Five,Nothing
Clubs,Two,Hearts,Ace,Spades,Three,Clubs,Jack,Spades,Two,One_Pair
Spades,Six,Diamonds,Two,Diamonds,Seven,Clubs,King,Diamonds,Three,Nothing
Spades,Queen,Hearts,King,Clubs,Nine,Spades,Jack,Clubs,Ten,Straight
